refID,DI,TI.x,TI.y,TI_check,PY.x,PY.y,PY_check,SO,AU,AU_UN,country_refsplitr,AU1_CO,CO,code_refsplitr,code_AU1_CO,code_CO,country_v_AU1_CO,country_v_CO,AU1_CO_v_CO
2091,10.1016/j.ces.2019.05.044,single-step aerosol synthesis of oxygen-deficient blue titania,single-step aerosol synthesis of oxygen-deficient blue titania,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,DOMASCHKE M;STRUNZ L;PEUKERT W,INST PARTICLE TECHNOL LFG,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
2092,10.1016/j.ces.2019.05.045,formation of hollow and solid carbon spheres in thermally stressed jet fuel in the low temperature autoxidation regime,formation of hollow and solid carbon spheres in thermally stressed jet fuel in the low temperature autoxidation regime,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,SHARMA P;BHATTACHARYA A;BASU S,INDIAN INST SCI,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
2093,10.1016/j.ces.2019.05.025,coupled cfd and chemical-kinetics simulations of cellulosic-biomass enzymatic hydrolysis: mathematical-model development and validation,coupled cfd and chemical-kinetics simulations of cellulosic-biomass enzymatic hydrolysis: mathematical-model development and validation,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,SITARAMAN H;DANES N;LISCHESKE JJ;STICKEL JJ;SPRAGUE MA,COMPUTAT SCI CTR;COLORADO SCH MINES;NATL BIOENERGY CTR;BIOSCI CTR;NATL WIND TECHNOL CTR,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2094,10.1016/j.ces.2019.05.014,drying of supported catalysts for high metal concentrations: a reduced parameter model,drying of supported catalysts for high metal concentrations: a reduced parameter model,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,NOORITHAYA AV;BISHOP C;SARKAR P;KHINAS JG;GLASSER BJ,RUTGERS STATE UNIV;GRAZ UNIV TECHNOL;GRAZ UNIV TECHNOL,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2095,10.1016/j.ces.2019.05.047,effects of particle velocity fluctuations on inter-phase heat transfer in gas-solid flows,effects of particle velocity fluctuations on inter-phase heat transfer in gas-solid flows,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,HUANG ZQ;ZHANG C;JIANG M;WANG HZ;ZHOU Q,XI AN JIAO TONG UNIV;XI AN JIAO TONG UNIV;XI AN JIAO TONG UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2096,10.1016/j.ces.2019.05.005,experimental study on bubble and droplet entrainment in vertical churn and annular flows and their relationship,experimental study on bubble and droplet entrainment in vertical churn and annular flows and their relationship,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,ZHANG ZN;WANG ZY;LIU H;GAO YH;LI H;SUN BJ,CHINA UNIV PETR EAST CHINA;CHINA UNIV PETR EAST CHINA,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2097,10.1016/j.ces.2019.04.036,a multimodular pseudoheterogeneous model framework for optimal design of catalytic reactors exemplified by methanol synthesis,a multimodular pseudoheterogeneous model framework for optimal design of catalytic reactors exemplified by methanol synthesis,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,KAISER M;FREUND H,FRIEDRICH ALEXANDER UNIV ERLANGEN NURNBERG FAU,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
2098,10.1016/j.ces.2019.05.048,electrodeposited mesh-type dimensionally stable anode for oxygen evolution reaction in acidic and alkaline media,electrodeposited mesh-type dimensionally stable anode for oxygen evolution reaction in acidic and alkaline media,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,PARK JE;LEE H;OH SH;KANG SY;CHOI I;CHO YH;SUNG YE,SEOUL NATL UNIV;INST FOR BASIC SCI KOREA;KANGWON NATL UNIV;KANGWON NATL UNIV,south korea,KOREA,KOREA,KOR,KOR,KOR,TRUE,TRUE,TRUE
2099,10.1016/j.ces.2019.05.035,nonlinear stability analysis of ledinegg instability under constant external driving force,nonlinear stability analysis of ledinegg instability under constant external driving force,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,LIU F;LV JS;ZHANG B;YANG ZN,KEY LAB COMPLEX ENERGY CONVERS AND UTILIZAT;DALIAN UNIV TECHNOL;SHANDONG UNIV TECHNOL,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2100,10.1016/j.ces.2019.05.049,"design, performance characterization and hydrodynamic modeling of intermeshed spinning basket membrane (isbm) module","design, performance characterization and hydrodynamic modeling of intermeshed spinning basket membrane (isbm) module",TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,NASKAR M;RANA K;CHATTERJEE D;DHARA T;SULTANA R;SARKAR D,UNIV CALCUTTA;HALDIA INST TECHNOL,india,INDIA,INDIA,IND,IND,IND,TRUE,TRUE,TRUE
2101,10.1016/j.ces.2019.05.046,impact of dissolved salts on two-phase flow and boiling heat transfer in a natural circulation loop,impact of dissolved salts on two-phase flow and boiling heat transfer in a natural circulation loop,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,FRANKEN D;AHMED Z;ECKELS S;ECKELS S;BINDRA H,KANSAS STATE UNIV,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2102,10.1016/j.ces.2019.06.001,theoretical criteria for homogeneous flash boiling atomization,theoretical criteria for homogeneous flash boiling atomization,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,MOSHKOVICH Y;LEVY Y;SHER E,TECHNION ISRAEL INST TECHNOL,israel,ISRAEL,ISRAEL,ISR,ISR,ISR,TRUE,TRUE,TRUE
2103,10.1016/j.ces.2019.04.053,innovative use of low-frequency ultrasound for particle separation/classification: forces acting on a single particle held in water of 20-khz-ultrasound pressure fields in transition states under control of the acoustic pressure amplitude,innovative use of low-frequency ultrasound for particle separation/classification: forces acting on a single particle held in water of 20-khz-ultrasound pressure fields in transition states under control of the acoustic pressure amplitude,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,MIZUTANI HM;SAITO T,SHIZUOKA UNIV;SHIZUOKA UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2104,10.1016/j.ces.2019.05.057,a hydrophobic pervaporation membrane with hierarchical microporosity for high-efficient dehydration of alcohols,a hydrophobic pervaporation membrane with hierarchical microporosity for high-efficient dehydration of alcohols,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,LIU P;CHEN MM;MA YQ;HU C;ZHANG QG;ZHU AM;LIU QL,XIAMEN UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2105,10.1016/j.ces.2019.05.051,performance study of modified pt catalysts for the complete oxidation of acetone,performance study of modified pt catalysts for the complete oxidation of acetone,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,GE YL;FU KX;ZHAO Q;JI N;SONG CF;MA DG;LIU QL,TIANJIN UNIV;TIANJIN UNIV,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2106,10.1016/j.ces.2019.05.055,a new class of promising biodegradable kinetic/anti-agglomerant methane hydrate inhibitors based on castor oil,a new class of promising biodegradable kinetic/anti-agglomerant methane hydrate inhibitors based on castor oil,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,FARHADIAN A;VARFOLOMEEV MA;KUDBANOV A;GALLYAMOVA SR,KAZAN FED UNIV;KAZAN FED UNIV;FED CTR TOXICOL RADIOL AND BIOL SAFETY,russia,RUSSIA,RUSSIA,RUS,RUS,RUS,TRUE,TRUE,TRUE
2107,10.1016/j.ces.2019.06.002,experimental investigation on thermodynamic and kinetic of calcium hydroxide dehydration with hexagonal boron nitride doping for thermochemical energy storage,experimental investigation on thermodynamic and kinetic of calcium hydroxide dehydration with hexagonal boron nitride doping for thermochemical energy storage,TRUE,2019,2019,TRUE,CHEMICAL ENGINEERING SCIENCE,HUANG CF;XU M;HUAI XL,INST ENGN THERMOPHYS;UNIV CHINESE ACAD SCI,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2108,10.1016/j.vaccine.2019.09.032,the caribbean immunization technical advisory group (citag); a unique nitag,the caribbean immunization technical advisory group (citag); a unique nitag,TRUE,2019,2019,TRUE,VACCINE,EVANS-GILBERT T;LEWIS-BELL KN;FIGUEROA JP,CORNWALL REG HOSP;UNIV WEST INDIES,jamaica,JAMAICA,JAMAICA,JAM,JAM,JAM,TRUE,TRUE,TRUE
2109,10.1016/j.vaccine.2019.09.006,profiling of the antibody response to attenuated lc16m8 smallpox vaccine using protein array analysis,profiling of the antibody response to attenuated lc16m8 smallpox vaccine using protein array analysis,TRUE,2019,2019,TRUE,VACCINE,ETO A;FUJITA M;NISHIYAMA Y;SAITO T;MOLINA DM;MORIKAWA S;SAIJO M;SHINMURA Y;KANATANI Y,NATL INST PUBL HLTH;NATL DEF MED COLL;HLTH CARE CTR;NATL INST INFECT DIS;NATL INST INFECT DIS;OKAYAMA UNIV SCI,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2110,10.1016/j.vaccine.2019.09.039,a scoping review examining the availability of dialogue-based resources to support healthcare providers engagement with vaccine hesitant individuals,a scoping review examining the availability of dialogue-based resources to support healthcare providers engagement with vaccine hesitant individuals,TRUE,2019,2019,TRUE,VACCINE,KARRAS J;DUBE E;DANCHIN M;KAUFMAN J;SEALE H,UNIV NEW SOUTH WALES;INST NATL SANTE PUBL QUEBEC;UNIV LAVAL;ROYAL CHILDRENS HOSP;UNIV MELBOURNE;MURDOCH CHILDRENS RES INST;LA TROBE UNIV;UNIV MELBOURNE,australia,AUSTRALIA,AUSTRALIA,AUS,AUS,AUS,TRUE,TRUE,TRUE
2111,10.1016/j.vaccine.2019.09.055,supporting and sustaining centralized reminder/recall for immunizations: qualitative insights from stakeholders,supporting and sustaining centralized reminder/recall for immunizations: qualitative insights from stakeholders,TRUE,2019,2019,TRUE,VACCINE,FISHER MP;GURFINKEL D;SZILAGYI PG;SAVILLE A;ALBERTIN C;BRECK A;VALDERRAMA R;KEMPE A,UNIV COLORADO;CHILDRENS HOSP COLORADO;UNIV COLORADO;UNIV CALIF LOS ANGELES;UNIV COLORADO,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2112,10.1016/j.vaccine.2019.09.054,"decomposing socioeconomic inequality in child vaccination in the gambia, the kyrgyz republic and namibia","decomposing socioeconomic inequality in child vaccination in the gambia, the kyrgyz republic and namibia",TRUE,2019,2019,TRUE,VACCINE,HAJIZADEH M,DALHOUSIE UNIV,canada,CANADA,CANADA,CAN,CAN,CAN,TRUE,TRUE,TRUE
2113,10.1016/j.vaccine.2019.09.049,relationship of pneumococcal and influenza vaccination frequency with health literacy in the rural population in turkey,relationship of pneumococcal and influenza vaccination frequency with health literacy in the rural population in turkey,TRUE,2019,2019,TRUE,VACCINE,GUCLU OA;DEMIRCI H;OCAKOGLU G;GUCLU Y;UZASLAN E;KARADAG M,UNIV HLTH SCI;ULUDAG UNIV;BOYABAT COMMUNITY HLTH CTR;ULUDAG UNIV,turkey,TURKEY,TURKEY,TUR,TUR,TUR,TRUE,TRUE,TRUE
2114,10.1016/j.vaccine.2019.09.044,production of rvsv-zebov in serum-free suspension culture of hek 293sf cells,production of rvsv-zebov in serum-free suspension culture of hek 293sf cells,TRUE,2019,2019,TRUE,VACCINE,GELINAS JF;AZIZI H;KIESSLICH S;LANTHIER S;PERDERSEN J;CHAHAL PS;ANSORGE S;KOBINGER G;GILBERT R;KAMEN AA,MCGILL UNIV;UNIV LAVAL;NATL RES COUNCIL CANADA,canada,CANADA,CANADA,CAN,CAN,CAN,TRUE,TRUE,TRUE
2115,10.1016/j.vaccine.2019.09.048,barriers and motivations for participation in preventive vaccine clinical trials: experience of 5 clinical research sites,barriers and motivations for participation in preventive vaccine clinical trials: experience of 5 clinical research sites,TRUE,2019,2019,TRUE,VACCINE,DETOC M;LAUNAY O;DUALE C;MUTTER C;LE HUEC JC;LENZI N;LUCHT F;GAGNEUX-BRUNON A;BOTELHO-NEVERS E,UNIV HOSP ST ETIENNE;UNIV LYON;INNOVAT CLIN RES NETWORK VACCINOL I REIVAC;UNIV BORDEAUX,france,FRANCE,FRANCE,FRA,FRA,FRA,TRUE,TRUE,TRUE
2116,10.1016/j.vaccine.2019.09.046,commensal gut microbiota can modulate adaptive immune responses in chickens vaccinated with whole inactivated avian influenza virus subtype h9n2,commensal gut microbiota can modulate adaptive immune responses in chickens vaccinated with whole inactivated avian influenza virus subtype h9n2,TRUE,2019,2019,TRUE,VACCINE,YITBAREK A;ASTILL J;HODGINS DC;PARKINSON J;NAGY E;SHARIF S,UNIV GUELPH;UNIV TORONTO;RES INST;UNIV TORONTO,canada,CANADA,CANADA,CAN,CAN,CAN,TRUE,TRUE,TRUE
2117,10.1016/j.vaccine.2019.09.043,uptake and safety of hepatitis a vaccination during pregnancy: a vaccine safety datalink study,uptake and safety of hepatitis a vaccination during pregnancy: a vaccine safety datalink study,TRUE,2019,2019,TRUE,VACCINE,GROOM HC;SMITH N;IRVING SA;KOPPOLU P;VAZQUEZ-BENITEZ G;KHARBANDA EO;DALEY MF;DONAHUE JG;GETAHUN D;JACKSON LA;KLEIN NP;MCCARTHY NL;NORDIN JD;PANAGIOTAKOPOULOS L;NALEWAY AL,CTR HLTH RES;HEALTHPARTNERS INST;INST HLTH RES;MARSHFIELD CLIN RES INST;RES AND EVALUAT;KAISER PERMANENTE WASHINGTON HLTH RES INST;KAISER PERMANENTE VACCINE STUDY CTR;CTR DIS CONTROL AND PREVENT,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2118,10.1016/j.vaccine.2019.09.041,antigenicity and immunogenicity of unique prefusion-mimic f proteins presented on enveloped virus-like particles,antigenicity and immunogenicity of unique prefusion-mimic f proteins presented on enveloped virus-like particles,TRUE,2019,2019,TRUE,VACCINE,KWON YM;LEE Y;KIM KH;JUNG YJ;LI Z;JEEVA S;LEE S;MOORE ML;KANG SM,GEORGIA STATE UNIV;EMORY UNIV;CHILDRENS HEALTHCARE ATLANTA,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2119,10.1016/j.vaccine.2019.09.037,attitudes and perception of influenza vaccines among older people in singapore: a qualitative study,attitudes and perception of influenza vaccines among older people in singapore: a qualitative study,TRUE,2019,2019,TRUE,VACCINE,TEO LM;SMITH HE;LWIN MO;TANG WE,NANYANG TECHNOL UNIV;NANYANG TECHNOL UNIV;CLIN RES UNIT,singapore,SINGAPORE,SINGAPORE,SGP,SGP,SGP,TRUE,TRUE,TRUE
2120,10.1016/j.vaccine.2019.09.035,"inactivated influenza vaccine and spontaneous abortion in the vaccine safety datalink in 2012-13, 2013-14, and 2014-15","inactivated influenza vaccine and spontaneous abortion in the vaccine safety datalink in 2012-13, 2013-14, and 2014-15",TRUE,2019,2019,TRUE,VACCINE,DONAHUE JG;KIEKE BA;KING JP;MASCOLA MA;SHIMABUKURO TT;DESTEFANO F;HANSON KE;MCCLURE DL;OLAIYA O;GLANZ JM;HECHTER RC;IRVING SA;JACKSON LA;KLEIN NP;NALEWAY AL;WEINTRAUB ES;BELONGIA EA,MARSHFIELD CLIN RES INST;MARSHFIELD CLIN FDN MED RES AND EDUC;CTR DIS CONTROL AND PREVENT,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2121,10.1016/j.vaccine.2019.09.033,serologic response to meningococcal vaccination in patients with cold agglutinin disease (cad) in the novel era of complement inhibition,serologic response to meningococcal vaccination in patients with cold agglutinin disease (cad) in the novel era of complement inhibition,TRUE,2019,2019,TRUE,VACCINE,ALASHKAR F;VANCE C;HERICH-TERHURNE D;TURKI AT;SCHMITZ C;BOMMER M;HUTTMANN A;DUHRSEN U;VOGEL U;ROTH A,UNIV DUISBURG ESSEN;RHEIN WESTFALISCHES INST WIRTSCHAFTSFORSCH;UNIV DUISBURG ESSEN;UNIV ULM;UNIV WURZBURG,germany,GERMANY,GERMANY,DEU,DEU,DEU,TRUE,TRUE,TRUE
2122,10.1016/j.vaccine.2019.09.029,a porcine circovirus type 2b (pcv2b)-based experimental vaccine is effective in the pcv2b-mycoplasma hyopneumoniae coinfection pig model,a porcine circovirus type 2b (pcv2b)-based experimental vaccine is effective in the pcv2b-mycoplasma hyopneumoniae coinfection pig model,TRUE,2019,2019,TRUE,VACCINE,OPRIESSNIG T;CASTRO AMMG;KARUPPANAN AK;GAUGER PC;HALBUR PG;MATZINGER SR;MENG XJ,UNIV EDINBURGH;UNIV EDINBURGH;IOWA STATE UNIV;CTR UNIV FAC METROPOLITANA UNIDAS;VIRGINIA POLYTECH INST AND STATE UNIV,UK,UNITED KINGDOM,UNITED KINGDOM,GBR,GBR,GBR,TRUE,TRUE,TRUE
2123,10.1016/j.vaccine.2019.09.027,stabilization and formulation of a recombinant human cytomegalovirus vector for use as a candidate hiv-1 vaccine,stabilization and formulation of a recombinant human cytomegalovirus vector for use as a candidate hiv-1 vaccine,TRUE,2019,2019,TRUE,VACCINE,KUMRU OS;SALEH-BIRDJANDI S;ANTUNEZ LR;SAYEED E;ROBINSON D;VAN DEN WORM S;DIEMER GS;PEREZ W;CAPOSIO P;FRUH K;JOSHI SB;VOLKIN DB,UNIV KANSAS;OREGON HLTH AND SCI UNIV;BILL AND MELINDA GATES FDN;BATAVIA BIOSCI;VIR BIOTECHNOL,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2124,10.1016/j.vaccine.2019.09.024,statin use and medically attended acute respiratory illness among influenza vaccine recipients,statin use and medically attended acute respiratory illness among influenza vaccine recipients,TRUE,2019,2019,TRUE,VACCINE,CUTRELL JB;DRECHSLER H;BEDIMO R;ALVAREZ CA;MANSI IA,UNIV TEXAS SOUTHWESTERN MED CTR DALLAS;TEXAS TECH UNIV;UNIV TEXAS SOUTHWESTERN MED CTR DALLAS;UNIV TEXAS SOUTHWESTERN MED CTR DALLAS,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2125,10.1016/j.vaccine.2019.09.026,"factors influencing intention to obtain the hpv vaccine and acceptability of 2-, 4-and 9-valent hpv vaccines: a study of undergraduate female health sciences students in fujian, china","factors influencing intention to obtain the hpv vaccine and acceptability of 2-, 4-and 9-valent hpv vaccines: a study of undergraduate female health sciences students in fujian, china",TRUE,2019,2019,TRUE,VACCINE,LIN YL;LIN Z;HE F;HU ZJ;ZIMET GD;ALIAS H;WONG L,FUJIAN MED UNIV;FUJIAN MED UNIV;INDIANA UNIV;UNIV MALAYA;UNIV MALAYA,peoples r china,CHINA,CHINA,CHN,CHN,CHN,TRUE,TRUE,TRUE
2126,10.1016/j.vaccine.2019.09.025,barriers and facilitators of immunisation in refugees and migrants in australia: an east-african case study,barriers and facilitators of immunisation in refugees and migrants in australia: an east-african case study,TRUE,2019,2019,TRUE,VACCINE,ABDI I;MENZIES R;SEALE H,UNIV NEW SOUTH WALES,australia,AUSTRALIA,AUSTRALIA,AUS,AUS,AUS,TRUE,TRUE,TRUE
2127,10.1016/j.vaccine.2019.09.023,smallpox and bcg vaccination in childhood and cutaneous malignant melanoma in danish adults followed from 18 to 49 years,smallpox and bcg vaccination in childhood and cutaneous malignant melanoma in danish adults followed from 18 to 49 years,TRUE,2019,2019,TRUE,VACCINE,RIECKMANN A;MEYLE KD;ROD NH;BAKER JL;BENN CS;AABY P;SORUP S,STATENS SERUM INST;UNIV SOUTHERN DENMARK;UNIV COPENHAGEN;CTR CLIN RES AND PREVENT;UNIV COPENHAGEN;AARHUS UNIV,denmark,DENMARK,DENMARK,DNK,DNK,DNK,TRUE,TRUE,TRUE
2128,10.1016/j.vaccine.2019.09.007,on the use of nonparametric tests for comparing immunological reverse cumulative distribution curves (rcdcs),on the use of nonparametric tests for comparing immunological reverse cumulative distribution curves (rcdcs),TRUE,2019,2019,TRUE,VACCINE,SMALL RD;OZOL-GODFREY A;YAN LH,CTR BIOL EVALUAT AND RES,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2129,10.1016/j.vaccine.2019.08.084,pregnant women's knowledge and attitude to maternal vaccination including group b streptococcus and respiratory syncytial virus vaccines,pregnant women's knowledge and attitude to maternal vaccination including group b streptococcus and respiratory syncytial virus vaccines,TRUE,2019,2019,TRUE,VACCINE,GILES ML;BUTTERY J;DAVEY MA;WALLACE E,MONASH UNIV;MONASH UNIV;MONASH UNIV,australia,AUSTRALIA,AUSTRALIA,AUS,AUS,AUS,TRUE,TRUE,TRUE
2130,10.1016/j.vaccine.2019.08.083,exploring the effect of risk and benefit information provision on vaccination decision-making,exploring the effect of risk and benefit information provision on vaccination decision-making,TRUE,2019,2019,TRUE,VACCINE,MOSTAFAPOUR M;MEYER SB;SCHOLER A,UNIV WATERLOO;UNIV WATERLOO,canada,CANADA,CANADA,CAN,CAN,CAN,TRUE,TRUE,TRUE
2131,10.1016/j.vaccine.2019.08.087,"adverse events following adenovirus type 4 and type 7 vaccine, live, oral in the vaccine adverse event reporting system (vaers), united states, october 2011-july 2018","adverse events following adenovirus type 4 and type 7 vaccine, live, oral in the vaccine adverse event reporting system (vaers), united states, october 2011-july 2018",TRUE,2019,2019,TRUE,VACCINE,MCNEIL MM;PARADOWSKA-STANKIEWICZ I;MILLER ER;MARQUEZ PL;SESHADRI S;COLLINS LC;CANO MV,CTR DIS CONTROL AND PREVENT CDC;IMMUNIZAT HEALTHCARE DIV;NATL INST PUBL HLTH,usa,USA,USA,USA,USA,USA,TRUE,TRUE,TRUE
2132,10.1016/j.vaccine.2019.08.069,modelling of optimal timing for influenza vaccination as a function of intraseasonal waning of immunity and vaccine coverage,modelling of optimal timing for influenza vaccination as a function of intraseasonal waning of immunity and vaccine coverage,TRUE,2019,2019,TRUE,VACCINE,COSTANTINO V;TRENT M;MACINTYRE CR,UNIV NEW SOUTH WALES;ARIZONA STATE UNIV,australia,AUSTRALIA,AUSTRALIA,AUS,AUS,AUS,TRUE,TRUE,TRUE
2133,10.1016/j.vaccine.2019.09.031,"vzv-specific cell-mediated immunity, but not humoral immunity, correlates inversely with the incidence of herpes zoster and the severity of skin symptoms and zoster-associated pain: the shez study","vzv-specific cell-mediated immunity, but not humoral immunity, correlates inversely with the incidence of herpes zoster and the severity of skin symptoms and zoster-associated pain: the shez study",TRUE,2019,2019,TRUE,VACCINE,ASADA H,NARA MED UNIV,japan,JAPAN,JAPAN,JPN,JPN,JPN,TRUE,TRUE,TRUE
2134,10.1016/j.vaccine.2019.09.062,health impact and cost-effectiveness of introducing the vaccine (bexsero) against menb disease into the brazilian immunization programme,health impact and cost-effectiveness of introducing the vaccine (bexsero) against menb disease into the brazilian immunization programme,TRUE,2019,2019,TRUE,VACCINE,SILVEIRA MM;MCBRIDE AJ;TROTTER CL,UNIV FED PELOTAS;GONCALO MONIZ INST;UNIV CAMBRIDGE,brazil,BRAZIL,BRAZIL,BRA,BRA,BRA,TRUE,TRUE,TRUE
